,score,text
217,0,RT @RepLeeZeldin: Acting Asst. Sec. David Satterfield is an Obama holdover who is actually in charge of the Bureau of Near Eastern Affairs.…
218,-1,"RT @AmericanHotLips: #Brennan exposes BHO for the coward he was/is: 

Brennan: #Obama opposed a plan to carry out “a cyber event” against t…"
219,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
220,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
221,-1,"RT @Will_Bunch: How has Mitch McConnell trashed American democracy? Let me count the ways -- kneecapping Obama and Merrick Garland, blockin…"
222,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
223,1,RT @NascarFanAddict: @jawfreelok @johnnynaugahyde @realDonaldTrump I rate him and Ronald Reagan as the best of my generation. He has turned…
224,2,"RT @EmmaMAshford: Seems like a great time to re-up my recent (ungated!) article on allied pressure to intervene in Libya. 

BLUF: the Obama…"
225,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
226,0,RT @Money___chaserr: I need those Obama gas prices back
227,0,"Podesta's organization was run like the US government under Barack Obama.  #Fraud
https://t.co/sojHSfTBqn"
228,0,RT @MattMurph24: Notice how the beltway press always thinks Dems should compromise with Republicans on confirmations but said nothing about…
229,2,"RT @Tvvitterland: @realDonaldTrump #TuesdayThoughts 
#SuperstarShakeup 

Trump Hits 51% Approval
  In The Rasmussen Poll
Much Higher Than O…"
230,0,"RT @FederalSpyGuy: oh, you aint seen nuttin yet
the *entire obama admin will eat eachother trying to stay alive
https://t.co/j64Kj7qgOc"
231,0,Is it at all possible we can get #Obama back in the #whitehouse just until we vote again! It seems years ago he was… https://t.co/zveGbUqFRF
232,0,"RT @DavidGr78574965: The Supreme Court needs to declare a constitutional crisis, nullify and void the 2016 presidential election. Return pr…"
233,-1,"DAVINE NUNES TO AMERICA"" BE SET FOR THE WORST, WE JUST EXPOSED OBAMA'S B... https://t.co/Nh3bglqBlR via @YouTube"
234,0,RT @WSHHPROMOS: Young MA got the hardest Who Run It remix idc https://t.co/FLCoVikbB1
235,0,O=BOMB-A: THE GREATEST FRAUD IN THE HISTORY OF MANKIND...RIGHT AFTER SATAN...!!! https://t.co/mbH5qidvnp
236,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
237,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
238,1,"Obama: Parkland students 'are shaking us out of our complacency'
YAY Kids!!
https://t.co/hrfgK5N85Y"
239,0,@FoxNews What does this Obama minion know?
240,1,"RT @hrenee80: Liberal: “Look at Trump’s dumb Deplorables praising him because they think he is saving the world”

If Obama hadn’t been such…"
241,0,@TravisAllen02 Biden\Obama 2020
242,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
243,0,RT @omriceren: I'm beginning to worry that Team Obama's legacy-reaching push to open up Cuba - which included reckless shows of trust like…
244,0,"RT @TalbertSwan: “You weren’t “embarrassed” by Barack Obama.

You were threatened by him.
You were offended by him.
You were challenged by…"
245,0,"RT @jess91073: @Elgianne @FoxNews @OutnumberedFNC @TomiLahren I watch Outnumbered almost every day, and every time she's on, she still make…"
246,-1,"RT @Pappiness: ""They have the power so often inherent in youth: to see the world anew; to reject the old constraints, outdated conventions…"
247,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
248,1,"RT @ajplus: Barack Obama wrote a profile about the Parkland students for TIME's list of the 100 most influential people of 2018:

“Our hist…"
249,-1,RT @skb_sara: https://t.co/vwejXf2bLY Here’s the COSTLY LENGTHS Obama Used to Keep Information From American People. #ObamaWorstPresidentEv…
250,0,@mjfree Obama
251,0,"RT @nzo11: While there is no MYSTERY of who 

PRESIDENT TRUMP 
is 
&amp; WHY HE LOVES OUR COUNTRY 

THE MYSTERY DETAILS years later still linge…"
252,0,The Obama presidency. All 8 years of it. #OldThingsIWantBack https://t.co/6o18Ty7oqI
253,0,"RT @memetribute: Rare pic of Britney Spears, Barack Obama, and Michael Jackson, 2000 https://t.co/Y7vkOWE7Qh"
254,0,RT @__xbombshell: I need Obama back. https://t.co/BVvz6NgUDV
255,-1,"RT @girl4_trump: #Obama was up to his neck in ALL of it. I’m sick of waiting for this #AmericaHating regime to be brought to justice. 
#Wor…"
256,0,"@mccunecicki @ZcohenCNN How much did the 18,000 bombs over Pakistan a MONTH cost the tax payer during Obama’s two t… https://t.co/6AxR4Z7GGz"
257,2,"@StevenBeschloss @HumanitarianGal ... Improve things, unite ppl, problem solver, intelligent speaking &amp; beautiful a… https://t.co/YwuhowBplc"
258,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
259,0,RT @TruthSoldierz: https://t.co/4l8iHtwQgS
260,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
261,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
262,-3,"RT @owillis: democrats: don't want to seem too partisan by saying ""impeach""

republicans: obama wasnt born here. pelosi is a devil worshipp…"
263,3,"@GJFlash @9NEWS Considering Obama won the Nobel for hope, Trump needs a real prize!"
264,-1,"RT @lahemc: @blazingxmexican Just remember, Michelle Obama wanted Americans to eat healthier; she wanted less junk food and healthier meals…"
265,0,@davidhogg111 President Obama.
266,-1,RT @mark_feigin: Why didnt we have leaders like this before - America was cursed by Obama and Bushes’ leadership! Absolutely cursed!! https…
267,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
268,0,"So in shondaland, was Obama’s before or after President Fitz? Lol"
269,-1,RT @CarmelJudeobsc1: @thehill @SenateMajLdr  was the king of recess for Congress when President Obama was in office. He is the true dirty t…
270,0,RT @Lovejoy999: @sullisms @PeterSharpley3 Sometimes anti-semitism is used as a PR tool. Obama's administration gave Israel $3.3billion a ye…
271,0,RT @JudicialWatch: JW still demanding answers: JW filed a FOIA lawsuit w/ DOJ &amp; the NSA for the truth on the Obama White House role in the…
272,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
273,1,"RT @securefreedom: Just precious: Samantha Power 'fearful' Trump administration 'has no strategy besides tweeting and bombing'

Samantha th…"
274,4,"RT @TalbertSwan: “Were you embarrassed by his eloquence, quick wit, easy humor, seeming comfort meeting with both world leaders and street…"
275,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
276,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
277,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
278,0,@SY313 @ambermarian @davidhogg111 Then the hashtag should have been used. This just strikes a nerve in me as no one… https://t.co/YVox6Gqeu0
279,0,"RT @John_KissMyBot: Obama Created The Problems: TRUMP is Solving Them: 

<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Unemployment Down 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Wages Up
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Companies Return To The US 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Lo…"
280,-2,"@scottdemayo @AlanDersh One more tid-bit before I go. Seems the Republicans were the ""weak pussies"" in 2013 denying… https://t.co/pEZ9QNtaFO"
281,-1,@maggieNYT He’s using restraint....he didn’t blame Obama or Senate Dems! So presidential.
282,1,"RT @thenationsrage: ...and @GovAbbott was correct. Obama did try to open up the border before @realDonaldTrump took office. 

@GregAbbott_T…"
283,0,RT @LouDobbs: Obama Outrage – Obama campaign harvested the data of 190 million Facebook users to win the 2012 Presidential Election with Ma…
284,1,"RT @girlsreallyrule: FOR THE RECORD: I am a Dem who's very happy with what Barack Obama achieved during his tenure, despite never having th…"
285,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
286,-1,"@BrendaJoyIrvin2 @realDonaldTrump If she gets the last laugh, that would be because she's insane!  GOD knows what a… https://t.co/3DuHazevo4"
287,0,RT @JohnCooper0610: Rush Limbaugh was just listing all the anchors in the media who are either ex Democrats from Clinton or Obama administr…
288,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
289,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
290,1,RT @people: Barack Obama Writes Stirring Tribute Naming Parkland Students 'Most Influential' of the Year https://t.co/bFaurXJCkc
291,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
292,1,"Are Comey, Hillary, McCabe, Lynch, Other Obama-Era Never Trump Renegades About to Be Indicted on Multiple Felony Ch… https://t.co/V8nkLYgoO8"
293,0,"RT @DavidGr78574965: The Supreme Court needs to declare a constitutional crisis, nullify and void the 2016 presidential election. Return pr…"
294,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
295,-1,"RT @girl4_trump: #Obama was up to his neck in ALL of it. I’m sick of waiting for this #AmericaHating regime to be brought to justice. 
#Wor…"
296,0,"https://t.co/OAE4BsxhV3
Did any Solyndra money go to the Obama or Clinton Foundation?"
297,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
298,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
299,-1,"RT @girl4_trump: #Obama was up to his neck in ALL of it. I’m sick of waiting for this #AmericaHating regime to be brought to justice. 
#Wor…"
300,0,RT @KyleKashuv: Parkland student rips Obama for essay on shooting survivors https://t.co/9AIuNiDjIG
301,0,RT @RealJamesWoods: How could we expect anything more from an administration headed by a bagman for ACORN. #SwampDenizens https://t.co/rWJs…
302,0,"RT @polishprincessh: This has to STOP! Our nation, all it has endured &amp; all the sacrifices made... are being not only disrespected but remo…"
303,0,"RT @FederalSpyGuy: oh, you aint seen nuttin yet
the *entire obama admin will eat eachother trying to stay alive
https://t.co/j64Kj7qgOc"
304,-1,"RT @TrumpsDC: This is what happens when you let ppl think for themselves.

Obama &amp; his corrupt thugs bullied ppl into thinking sanctuary fo…"
305,0,@bluetrader660 @POTUS @realDonaldTrump Not sure. So far the documents are related to research done by Orly Taitz.… https://t.co/yLUZgW8W5G
306,0,"RT @sahouraxo: And when France, Obama and their NATO buddies bombed Libya into oblivion, paving the way for slave-selling jihadists to grab…"
307,0,RT @FeministaACE562: @Roxannnroxann @theGrio https://t.co/sLU91hVZ6K
308,0,RT @JudicialWatch: JW obtained information showing that the Obama Administration had sent U.S. taxpayer funds overseas to an org backed by…
309,0,RT @sahluwal: Here’s President Obama’s piece about the Parkland survivors for #TIME100. https://t.co/CtPHqzIZJG
310,0,RT @KyleKashuv: Parkland student rips Obama for essay on shooting survivors https://t.co/9AIuNiDjIG
311,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
312,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
313,-1,"RT @twmentality1: McConnell is a turtle without a shell.

He ignored Obama's warnings &amp; suppressed CIA evidence of Russian interference in…"
314,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
315,-1,"RT @girl4_trump: #Obama was up to his neck in ALL of it. I’m sick of waiting for this #AmericaHating regime to be brought to justice. 
#Wor…"
316,-4,"RT @realDonaldTrump: If Obama attacks Syria and innocent civilians are hurt and killed, he and the U.S. will look very bad!"
317,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
318,0,RT @taff854: @poconomtn I was disgusted when Obama saluted a Marine with a coffee cup in his hand. No respect for the military at all.
319,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
320,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
321,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
322,-2,RT @realDonaldTrump: The only reason President Obama wants to attack Syria is to save face over his very dumb RED LINE statement. Do NOT at…
323,0,"RT @John_KissMyBot: Obama Created The Problems: TRUMP is Solving Them: 

<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Unemployment Down 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Wages Up
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Companies Return To The US 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Lo…"
324,0,"RT @John_KissMyBot: Obama Created The Problems: TRUMP is Solving Them: 

<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Unemployment Down 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Wages Up
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Companies Return To The US 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Lo…"
325,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
326,-1,"RT @girl4_trump: #Obama was up to his neck in ALL of it. I’m sick of waiting for this #AmericaHating regime to be brought to justice. 
#Wor…"
327,0,"RT @_A__Dub: ""The Parkland students are shaking us out of our complacency,"" President Barack Obama wrote for #Time100. https://t.co/3WJHPlE…"
328,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
329,-1,That’s y’all president though. <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> Obama has put the concerns of small micro groups before the needs of the majority… https://t.co/NO0YJFylnx
330,0,RT @MattMurph24: Notice how the beltway press always thinks Dems should compromise with Republicans on confirmations but said nothing about…
331,-2,Barack Obama’s Huge Mistake Just Turned Into An International Crisis https://t.co/plGzLSMGbm
332,-1,"RT @Steph_LovinMe: 1. The ‘every black person looks alike’ joke is played out. 
2. Barack Obama got his undergraduate degree at Columbia Un…"
